Группа,Период,Показатель,Подразделение
О-02.07.06. Доска обрезная сухая ,2022-07-31 23:59:59,27.05065,"Краснодар, Тополиная, 27/1"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,10193.0,"Бахчисарай, Строительная, 24"
"О-02.02. Имитация бруса, Блок - Хаус",2022-07-31 23:59:59,7.488082,"Адлер, Гастелло, 30А"
О-02.07.01. Брус строганый ,2022-07-31 23:59:59,1.2936,"Адлер, Гастелло, 30А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-07-31 23:59:59,22.028625,"Краснодар, Ростовское шоссе, 26/1"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,2841.0,"Аксай, пр.Аксайский, 21"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,84720.24,"Армавир, Дружба отделение 1 СНТ, 36"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,14093.0,"Симферополь, Генерала Васильева, 23А"
"О-05. БАНИ, САУНЫ",2022-07-31 23:59:59,0.923209,"Краснодар, Тополиная, 27/1"
О-02.06. Круглый погонаж ель/сосна,2022-07-31 23:59:59,0.03388,"Севастополь, Камышовое шоссе, 25"
О-01.09. МДФ,2022-07-31 23:59:59,8.287191,"Краснодар, Тополиная, 27/1"
О-02.03. Доска пола,2022-07-31 23:59:59,4.25736,"Сочи, Подгорная, 2 литЖ"
О-02.04. Террасная доска,2022-07-31 23:59:59,0.03888,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.06. Круглый погонаж ель/сосна,2022-07-31 23:59:59,0.0044,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.04. Фанера ФЛФ (ламинированная),2022-07-31 23:59:59,4.160807,"Армавир, Дружба отделение 1 СНТ, 36"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,6314.0,"Симферополь, Генерала Васильева, 23А"
О-02.01. Вагонка,2022-07-31 23:59:59,39.4594,"Краснодар, Ростовское шоссе, 26/1"
О-03.03. Мебельный щит и подоконная доска,2022-07-31 23:59:59,0.11412,"Симферополь, Генерала Васильева, 23А"
О-03.03. Мебельный щит и подоконная доска,2022-07-31 23:59:59,0.98576,"Пятигорск, Винсады, Черкесское шоссе"
О-03.02. Клееный брус,2022-07-31 23:59:59,1.4807,"Армавир, Дружба отделение 1 СНТ, 36"
О-03.02. Клееный брус,2022-07-31 23:59:59,16.68866,"Краснодар, Тополиная, 27/1"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,202801.05,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,276604.72,"Краснодар, Тополиная, 27/1"
О-02.07.06. Доска обрезная сухая ,2022-07-31 23:59:59,1.213752,"Сочи, Подгорная, 2 литЖ"
О-01.04. Фанера ФЛФ (ламинированная),2022-07-31 23:59:59,17.880042,"Симферополь, Генерала Васильева, 23А"
О-01.01. Фанера ФК,2022-07-31 23:59:59,6.146636,"Адлер, Гастелло, 30А"
О-01.05. OSB,2022-07-31 23:59:59,66.010177,"Симферополь, Генерала Васильева, 23А"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,20.043364,"Адлер, Гастелло, 30А"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,20.482098,"Сочи, Подгорная, 2 литЖ"
"О-05. БАНИ, САУНЫ",2022-07-31 23:59:59,0.43629,"Сочи, Подгорная, 2 литЖ"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,2879.0,"Краснодар, ст-ца Елизаветинская, Степная, 252"
О-02.07.02. Рейка/ Брусок ,2022-07-31 23:59:59,6.999504,"Симферополь, Внешняя, 28 А"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-07-31 23:59:59,0.024,"Севастополь, Камышовое шоссе, 25"
О-03.01. Дверная коробка сосна,2022-07-31 23:59:59,0.0588,"Пятигорск, Винсады, Черкесское шоссе"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-07-31 23:59:59,0.412128,"Севастополь, Камышовое шоссе, 25"
О-03.02. Клееный брус,2022-07-31 23:59:59,5.6439,"Краснодар, Ростовское шоссе, 26/1"
О-02.04. Террасная доска,2022-07-31 23:59:59,2.65329,"Пятигорск, Винсады, Черкесское шоссе"
О-02.03. Доска пола,2022-07-31 23:59:59,0.52488,"Армавир, Дружба отделение 1 СНТ, 36"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,1011.0,"Майкоп, Строителей, 1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-07-31 23:59:59,0.498901,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.07.06. Доска обрезная сухая ,2022-07-31 23:59:59,20.43288,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.07.02. Рейка/ Брусок ,2022-07-31 23:59:59,0.3105,"Майкоп, Строителей, 1"
О-01.05. OSB,2022-07-31 23:59:59,0.428656,"Майкоп, Строителей, 1"
О-01.01. Фанера ФК,2022-07-31 23:59:59,4.593197,"Симферополь, Внешняя, 28 А"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,4.21464,"Симферополь, Внешняя, 28 А"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-07-31 23:59:59,0.2364,"Пятигорск, Винсады, Черкесское шоссе"
"О-05. БАНИ, САУНЫ",2022-07-31 23:59:59,0.008362,"Севастополь, Камышовое шоссе, 25"
О-01.03. Фанера ФСФ хвойная,2022-07-31 23:59:59,1.741416,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.01. Вагонка,2022-07-31 23:59:59,4.006856,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-07-31 23:59:59,0.0063,"Пятигорск, Винсады, Черкесское шоссе"
О-01.01. Фанера ФК,2022-07-31 23:59:59,21.653894,"Сочи, Подгорная, 2 литЖ"
О-01.02. Фанера ФСФ береза,2022-07-31 23:59:59,4.327068,"Армавир, Дружба отделение 1 СНТ, 36"
С-06. ДВЕРИ МЕЖКОМНАТНЫЕ,2022-07-31 23:59:59,0.128,"Сочи, Подгорная, 2 литЖ"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,111.422753,"Краснодар, Тополиная, 27/1"
О-01.02. Фанера ФСФ береза,2022-07-31 23:59:59,6.116795,"Севастополь, Камышовое шоссе, 25"
О-01.01. Фанера ФК,2022-07-31 23:59:59,6.421062,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.03. Фанера ФСФ хвойная,2022-07-31 23:59:59,0.187537,"Майкоп, Строителей, 1"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,18900.0,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.05. Планкен ,2022-07-31 23:59:59,2.5564,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.07. ДСП,2022-07-31 23:59:59,0.5664,"Симферополь, Генерала Васильева, 23А"
О-01.05. OSB,2022-07-31 23:59:59,172.353829,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.02. Фанера ФСФ береза,2022-07-31 23:59:59,0.053582,"Майкоп, Строителей, 1"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,16.580253,"Краснодар, Ростовское шоссе, 26/1"
О-02.01. Вагонка,2022-07-31 23:59:59,3.06363,"Сочи, Подгорная, 2 литЖ"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-07-31 23:59:59,1.076656,"Сочи, Подгорная, 2 литЖ"
О-01.05. OSB,2022-07-31 23:59:59,63.786287,"Севастополь, Камышовое шоссе, 25"
О-01.07. ДСП,2022-07-31 23:59:59,1.274,"Армавир, Дружба отделение 1 СНТ, 36"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,242707.0,"Севастополь, Камышовое шоссе, 25"
О-02.07.01. Брус строганый ,2022-07-31 23:59:59,0.567,"Сочи, Подгорная, 2 литЖ"
О-01.01. Фанера ФК,2022-07-31 23:59:59,0.167447,"Майкоп, Строителей, 1"
О-03.02. Клееный брус,2022-07-31 23:59:59,1.6164,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,0.03504,"Майкоп, Строителей, 1"
О-03.03. Мебельный щит и подоконная доска,2022-07-31 23:59:59,0.38896,"Новороссийск, Гайдук, Новороссийское ш. 24А"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,240463.56,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.03. Доска пола,2022-07-31 23:59:59,6.12954,"Краснодар, Ростовское шоссе, 26/1"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-07-31 23:59:59,1000.0,"Армавир, Дружба отделение 1 СНТ, 36"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,180338.2,"Адлер, Гастелло, 30А"
О-01.01. Фанера ФК,2022-07-31 23:59:59,0.195357,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.04. Фанера ФЛФ (ламинированная),2022-07-31 23:59:59,8.549321,"Адлер, Гастелло, 30А"
О-02.05. Планкен ,2022-07-31 23:59:59,3.9246,"Севастополь, Камышовое шоссе, 25"
О-02.07.02. Рейка/ Брусок ,2022-07-31 23:59:59,4.107572,"Новороссийск, Гайдук, Новороссийское ш. 24А"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,0.0,"Аксай, пр.Аксайский, 21"
О-02.01. Вагонка,2022-07-31 23:59:59,3.36612,"Симферополь, Генерала Васильева, 23А"
О-02.04. Террасная доска,2022-07-31 23:59:59,33.46056,"Сочи, Подгорная, 2 литЖ"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-07-31 23:59:59,4998.95,"Краснодар, Тополиная, 27/1"
О-02.05. Планкен ,2022-07-31 23:59:59,1.9896,"Симферополь, Генерала Васильева, 23А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-07-31 23:59:59,0.514312,"Адлер, Гастелло, 30А"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-07-31 23:59:59,0.684,"Адлер, Гастелло, 30А"
О-01.01. Фанера ФК,2022-07-31 23:59:59,45.065209,"Краснодар, Тополиная, 27/1"
О-01.02. Фанера ФСФ береза,2022-07-31 23:59:59,1.6324,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.05. OSB,2022-07-31 23:59:59,63.780319,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.06. ДВП,2022-07-31 23:59:59,1.814074,"Пятигорск, Винсады, Черкесское шоссе"
О-01.06. ДВП,2022-07-31 23:59:59,3.948044,"Симферополь, Генерала Васильева, 23А"
О-02.03. Доска пола,2022-07-31 23:59:59,4.28652,"Адлер, Гастелло, 30А"
"О-05. БАНИ, САУНЫ",2022-07-31 23:59:59,0.749023,"Адлер, Гастелло, 30А"
О-02.04. Террасная доска,2022-07-31 23:59:59,0.9408,"Краснодар, Ростовское шоссе, 26/1"
О-01.02. Фанера ФСФ береза,2022-07-31 23:59:59,25.459843,"Краснодар, Тополиная, 27/1"
О-02.07.02. Рейка/ Брусок ,2022-07-31 23:59:59,10.193792,"Адлер, Гастелло, 30А"
О-01.03. Фанера ФСФ хвойная,2022-07-31 23:59:59,2.281715,"Краснодар, Тополиная, 27/1"
О-02.01. Вагонка,2022-07-31 23:59:59,1.4235,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-07-31 23:59:59,11.49129,"Краснодар, Тополиная, 27/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-07-31 23:59:59,1.59195,"Сочи, Подгорная, 2 литЖ"
О-02.04. Террасная доска,2022-07-31 23:59:59,8.293212,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.04. Фанера ФЛФ (ламинированная),2022-07-31 23:59:59,10.403848,"Севастополь, Камышовое шоссе, 25"
О-02.03. Доска пола,2022-07-31 23:59:59,0.09072,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-03.03. Мебельный щит и подоконная доска,2022-07-31 23:59:59,0.84112,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.03. Фанера ФСФ хвойная,2022-07-31 23:59:59,0.294702,"Севастополь, Камышовое шоссе, 25"
"О-05. БАНИ, САУНЫ",2022-07-31 23:59:59,0.38016,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.07.02. Рейка/ Брусок ,2022-07-31 23:59:59,49.415833,"Краснодар, Тополиная, 27/1"
О-02.05. Планкен ,2022-07-31 23:59:59,0.923,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.06. ДВП,2022-07-31 23:59:59,6.239405,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.02. Фанера ФСФ береза,2022-07-31 23:59:59,2.393344,"Симферополь, Генерала Васильева, 23А"
О-02.03. Доска пола,2022-07-31 23:59:59,1.049652,"Симферополь, Генерала Васильева, 23А"
"О-05. БАНИ, САУНЫ",2022-07-31 23:59:59,3.562528,"Краснодар, Ростовское шоссе, 26/1"
О-02.01. Вагонка,2022-07-31 23:59:59,4.77368,"Пятигорск, Винсады, Черкесское шоссе"
