Группа,Период,Показатель,Подразделение
О-01.01. Фанера ФК,2022-06-30 23:59:59,32.849576,"Сочи, Подгорная, 2 литЖ"
О-01.06. ДВП,2022-06-30 23:59:59,5.484884,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.07. ДСП,2022-06-30 23:59:59,1.666,"Пятигорск, Винсады, Черкесское шоссе"
О-02.06. Круглый погонаж ель/сосна,2022-06-30 23:59:59,0.00352,"Симферополь, Генерала Васильева, 23А"
О-03.01. Дверная коробка сосна,2022-06-30 23:59:59,0.042,"Сочи, Подгорная, 2 литЖ"
О-02.07.06. Доска обрезная сухая ,2022-06-30 23:59:59,1.436208,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.05. Планкен ,2022-06-30 23:59:59,5.724,"Пятигорск, Винсады, Черкесское шоссе"
О-02.03. Доска пола,2022-06-30 23:59:59,1.10376,"Симферополь, Внешняя, 28 А"
О-01.06. ДВП,2022-06-30 23:59:59,59.335522,"Краснодар, Тополиная, 27/1"
О-02.07.02. Рейка/ Брусок ,2022-06-30 23:59:59,4.56242,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.07.04. Доска Строганая,2022-06-30 23:59:59,9.725225,"Севастополь, Камышовое шоссе, 25"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-06-30 23:59:59,6405.0,"Бахчисарай, Строительная, 24"
О-02.01. Вагонка,2022-06-30 23:59:59,57.2002,"Краснодар, Ростовское шоссе, 26/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-06-30 23:59:59,12.460585,"Адлер, Гастелло, 30А"
О-03.02. Клееный брус,2022-06-30 23:59:59,21.9585,"Краснодар, Тополиная, 27/1"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-06-30 23:59:59,6000.73,"Краснодар, Тополиная, 27/1"
О-02.01. Вагонка,2022-06-30 23:59:59,2.081104,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.01. Фанера ФК,2022-06-30 23:59:59,17.177056,"Адлер, Гастелло, 30А"
О-03.03. Мебельный щит и подоконная доска,2022-06-30 23:59:59,4.0004,"Адлер, Гастелло, 30А"
"О-05. БАНИ, САУНЫ",2022-06-30 23:59:59,0.073368,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.03. Фанера ФСФ хвойная,2022-06-30 23:59:59,16.628326,"Адлер, Гастелло, 30А"
О-02.07.06. Доска обрезная сухая ,2022-06-30 23:59:59,0.310272,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.04. Террасная доска,2022-06-30 23:59:59,7.72254,"Пятигорск, Винсады, Черкесское шоссе"
О-01.09. МДФ,2022-06-30 23:59:59,14.313363,"Краснодар, Тополиная, 27/1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-06-30 23:59:59,0.212942,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.03. Доска пола,2022-06-30 23:59:59,1.730196,"Сочи, Подгорная, 2 литЖ"
О-01.03. Фанера ФСФ хвойная,2022-06-30 23:59:59,1.032942,"Севастополь, Камышовое шоссе, 25"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-06-30 23:59:59,0.4026,"Сочи, Подгорная, 2 литЖ"
О-03.01. Дверная коробка сосна,2022-06-30 23:59:59,0.01323,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.07.04. Доска Строганая,2022-06-30 23:59:59,2.420572,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.06. ДВП,2022-06-30 23:59:59,13.064229,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.02. Фанера ФСФ береза,2022-06-30 23:59:59,6.79904,"Симферополь, Генерала Васильева, 23А"
О-01.01. Фанера ФК,2022-06-30 23:59:59,12.972365,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.05. OSB,2022-06-30 23:59:59,58.278507,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.06. ДВП,2022-06-30 23:59:59,11.489901,"Севастополь, Камышовое шоссе, 25"
О-02.05. Планкен ,2022-06-30 23:59:59,2.4585,"Севастополь, Камышовое шоссе, 25"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-06-30 23:59:59,6.9964,"Краснодар, Тополиная, 27/1"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-06-30 23:59:59,1.395476,"Краснодар, Тополиная, 27/1"
"О-05. БАНИ, САУНЫ",2022-06-30 23:59:59,3.158168,"Краснодар, Ростовское шоссе, 26/1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-06-30 23:59:59,2.094774,"Краснодар, Ростовское шоссе, 26/1"
О-03.01. Дверная коробка сосна,2022-06-30 23:59:59,0.28791,"Краснодар, Тополиная, 27/1"
"О-05. БАНИ, САУНЫ",2022-06-30 23:59:59,0.06846,"Симферополь, Генерала Васильева, 23А"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-06-30 23:59:59,78670.74,"Пятигорск, Винсады, Черкесское шоссе"
О-03.03. Мебельный щит и подоконная доска,2022-06-30 23:59:59,1.73376,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-03.03. Мебельный щит и подоконная доска,2022-06-30 23:59:59,13.62512,"Краснодар, Тополиная, 27/1"
О-02.01. Вагонка,2022-06-30 23:59:59,12.890478,"Адлер, Гастелло, 30А"
О-01.05. OSB,2022-06-30 23:59:59,339.913488,"Пятигорск, Винсады, Черкесское шоссе"
О-02.03. Доска пола,2022-06-30 23:59:59,33.079104,"Краснодар, Тополиная, 27/1"
О-01.02. Фанера ФСФ береза,2022-06-30 23:59:59,16.477261,"Сочи, Подгорная, 2 литЖ"
О-02.07.01. Брус строганый ,2022-06-30 23:59:59,0.8022,"Сочи, Подгорная, 2 литЖ"
О-01.05. OSB,2022-06-30 23:59:59,148.412156,"Симферополь, Генерала Васильева, 23А"
О-01.06. ДВП,2022-06-30 23:59:59,15.434482,"Адлер, Гастелло, 30А"
О-01.07. ДСП,2022-06-30 23:59:59,3.92,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.09. МДФ,2022-06-30 23:59:59,1.698594,"Адлер, Гастелло, 30А"
О-02.07.06. Доска обрезная сухая ,2022-06-30 23:59:59,27.447377,"Краснодар, Тополиная, 27/1"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-06-30 23:59:59,187236.0,"Симферополь, Генерала Васильева, 23А"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-06-30 23:59:59,505.0,"Пятигорск, Винсады, Черкесское шоссе"
О-02.03. Доска пола,2022-06-30 23:59:59,2.70216,"Адлер, Гастелло, 30А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-06-30 23:59:59,23.09103,"Краснодар, Ростовское шоссе, 26/1"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-06-30 23:59:59,0.009,"Пятигорск, Винсады, Черкесское шоссе"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-06-30 23:59:59,0.849226,"Симферополь, Внешняя, 28 А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-06-30 23:59:59,1.943892,"Адлер, Гастелло, 30А"
О-02.07.06. Доска обрезная сухая ,2022-06-30 23:59:59,0.47916,"Севастополь, Камышовое шоссе, 25"
О-02.07.02. Рейка/ Брусок ,2022-06-30 23:59:59,64.685704,"Краснодар, Ростовское шоссе, 26/1"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-06-30 23:59:59,473984.48,"Севастополь, Камышовое шоссе, 25"
О-01.09. МДФ,2022-06-30 23:59:59,0.770661,"Севастополь, Камышовое шоссе, 25"
О-02.05. Планкен ,2022-06-30 23:59:59,5.0932,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.06. Круглый погонаж ель/сосна,2022-06-30 23:59:59,0.153005,"Краснодар, Тополиная, 27/1"
"О-05. БАНИ, САУНЫ",2022-06-30 23:59:59,0.05263,"Севастополь, Камышовое шоссе, 25"
О-02.01. Вагонка,2022-06-30 23:59:59,15.953137,"Новороссийск, Гайдук, Новороссийское ш. 24А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-06-30 23:59:59,3.18654,"Симферополь, Внешняя, 28 А"
О-02.04. Террасная доска,2022-06-30 23:59:59,6.6663,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-06-30 23:59:59,0.05376,"Севастополь, Камышовое шоссе, 25"
О-02.07.04. Доска Строганая,2022-06-30 23:59:59,2.2965,"Симферополь, Внешняя, 28 А"
С-06. ДВЕРИ МЕЖКОМНАТНЫЕ,2022-06-30 23:59:59,0.064,"Сочи, Подгорная, 2 литЖ"
О-03.03. Мебельный щит и подоконная доска,2022-06-30 23:59:59,1.18596,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.07.04. Доска Строганая,2022-06-30 23:59:59,11.068043,"Пятигорск, Винсады, Черкесское шоссе"
О-01.02. Фанера ФСФ береза,2022-06-30 23:59:59,0.961502,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.09. МДФ,2022-06-30 23:59:59,0.313683,"Симферополь, Генерала Васильева, 23А"
О-02.07.04. Доска Строганая,2022-06-30 23:59:59,5.067013,"Симферополь, Генерала Васильева, 23А"
О-01.07. ДСП,2022-06-30 23:59:59,2.0512,"Симферополь, Генерала Васильева, 23А"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-06-30 23:59:59,1.358604,"Краснодар, Тополиная, 27/1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-06-30 23:59:59,2.01027,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.07. ДСП,2022-06-30 23:59:59,0.672,"Сочи, Подгорная, 2 литЖ"
О-01.04. Фанера ФЛФ (ламинированная),2022-06-30 23:59:59,7.908739,"Севастополь, Камышовое шоссе, 25"
О-03.02. Клееный брус,2022-06-30 23:59:59,4.2051,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.02. Фанера ФСФ береза,2022-06-30 23:59:59,16.647066,"Севастополь, Камышовое шоссе, 25"
О-03.02. Клееный брус,2022-06-30 23:59:59,0.7804,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.04. Террасная доска,2022-06-30 23:59:59,12.629628,"Сочи, Подгорная, 2 литЖ"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-06-30 23:59:59,0.2208,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.01. Вагонка,2022-06-30 23:59:59,6.95891,"Армавир, Дружба отделение 1 СНТ, 36"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-06-30 23:59:59,8575.0,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.03. Фанера ФСФ хвойная,2022-06-30 23:59:59,0.660849,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.07.02. Рейка/ Брусок ,2022-06-30 23:59:59,13.938088,"Адлер, Гастелло, 30А"
О-01.01. Фанера ФК,2022-06-30 23:59:59,16.877077,"Севастополь, Камышовое шоссе, 25"
"О-02.02. Имитация бруса, Блок - Хаус",2022-06-30 23:59:59,2.843964,"Сочи, Подгорная, 2 литЖ"
С-02. КРЕПЕЖ,2022-06-30 23:59:59,12578.0,"Новороссийск, Гайдук, Новороссийское ш. 24А"
С-08.ФАСАДЫ и ДВЕРКИ ДЛЯ МЕБЕЛИ,2022-06-30 23:59:59,0.04111,"Севастополь, Камышовое шоссе, 25"
О-03.03. Мебельный щит и подоконная доска,2022-06-30 23:59:59,3.50736,"Сочи, Подгорная, 2 литЖ"
О-02.07.02. Рейка/ Брусок ,2022-06-30 23:59:59,0.072,"Майкоп, Строителей, 1"
О-02.06. Круглый погонаж ель/сосна,2022-06-30 23:59:59,0.03249,"Сочи, Подгорная, 2 литЖ"
О-02.06. Круглый погонаж ель/сосна,2022-06-30 23:59:59,0.00066,"Адлер, Гастелло, 30А"
О-01.07. ДСП,2022-06-30 23:59:59,1.33,"Адлер, Гастелло, 30А"
О-01.02. Фанера ФСФ береза,2022-06-30 23:59:59,56.099327,"Краснодар, Тополиная, 27/1"
О-01.04. Фанера ФЛФ (ламинированная),2022-06-30 23:59:59,5.847907,"Пятигорск, Винсады, Черкесское шоссе"
О-01.06. ДВП,2022-06-30 23:59:59,0.987629,"Армавир, Дружба отделение 1 СНТ, 36"
"О-05. БАНИ, САУНЫ",2022-06-30 23:59:59,0.454656,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.09. МДФ,2022-06-30 23:59:59,1.354443,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.05. OSB,2022-06-30 23:59:59,3.063092,"Майкоп, Строителей, 1"
О-01.04. Фанера ФЛФ (ламинированная),2022-06-30 23:59:59,9.440419,"Сочи, Подгорная, 2 литЖ"
О-01.01. Фанера ФК,2022-06-30 23:59:59,13.546842,"Симферополь, Генерала Васильева, 23А"
"О-05. БАНИ, САУНЫ",2022-06-30 23:59:59,0.018252,"Пятигорск, Винсады, Черкесское шоссе"
О-02.07.01. Брус строганый ,2022-06-30 23:59:59,0.1176,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.01. Фанера ФК,2022-06-30 23:59:59,18.688819,"Пятигорск, Винсады, Черкесское шоссе"
О-01.03. Фанера ФСФ хвойная,2022-06-30 23:59:59,2.866637,"Симферополь, Генерала Васильева, 23А"
О-02.04. Террасная доска,2022-07-31 23:59:59,5.012064,"Севастополь, Камышовое шоссе, 25"
О-01.05. OSB,2022-07-31 23:59:59,285.531822,"Краснодар, Тополиная, 27/1"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,16.314676,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-03.03. Мебельный щит и подоконная доска,2022-07-31 23:59:59,0.096,"Майкоп, Строителей, 1"
С-06. ДВЕРИ МЕЖКОМНАТНЫЕ,2022-07-31 23:59:59,0.208,"Пятигорск, Винсады, Черкесское шоссе"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,895436.98,"Краснодар, Тополиная, 27/1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-07-31 23:59:59,5.86618,"Краснодар, Ростовское шоссе, 26/1"
О-01.01. Фанера ФК,2022-07-31 23:59:59,7.297907,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,6.611092,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.02. Фанера ФСФ береза,2022-07-31 23:59:59,4.194302,"Пятигорск, Винсады, Черкесское шоссе"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,20820.8,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.06. ДВП,2022-07-31 23:59:59,3.774852,"Севастополь, Камышовое шоссе, 25"
С-07. СИСТЕМЫ ХРАНЕНИЯ,2022-07-31 23:59:59,0.003,"Сочи, Подгорная, 2 литЖ"
О-01.02. Фанера ФСФ береза,2022-07-31 23:59:59,7.30952,"Сочи, Подгорная, 2 литЖ"
"О-05. БАНИ, САУНЫ",2022-07-31 23:59:59,0.85206,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.01. Вагонка,2022-07-31 23:59:59,4.21887,"Севастополь, Камышовое шоссе, 25"
О-03.02. Клееный брус,2022-07-31 23:59:59,2.44063,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.01. Вагонка,2022-07-31 23:59:59,38.333186,"Краснодар, Тополиная, 27/1"
О-02.07.01. Брус строганый ,2022-07-31 23:59:59,1.323,"Краснодар, Тополиная, 27/1"
О-01.07. ДСП,2022-07-31 23:59:59,0.084,"Сочи, Подгорная, 2 литЖ"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,5.322984,"Севастополь, Камышовое шоссе, 25"
О-02.07.06. Доска обрезная сухая ,2022-07-31 23:59:59,7.728048,"Адлер, Гастелло, 30А"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,15412.0,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.03. Фанера ФСФ хвойная,2022-07-31 23:59:59,10.100233,"Адлер, Гастелло, 30А"
О-02.04. Террасная доска,2022-07-31 23:59:59,7.24302,"Адлер, Гастелло, 30А"
О-01.09. МДФ,2022-07-31 23:59:59,0.695313,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.07.02. Рейка/ Брусок ,2022-07-31 23:59:59,3.620658,"Севастополь, Камышовое шоссе, 25"
О-02.06. Круглый погонаж ель/сосна,2022-07-31 23:59:59,0.00022,"Краснодар, ст-ца Елизаветинская, Степная, 252"
О-01.03. Фанера ФСФ хвойная,2022-07-31 23:59:59,3.965073,"Сочи, Подгорная, 2 литЖ"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,83360.48,"Пятигорск, Винсады, Черкесское шоссе"
О-02.01. Вагонка,2022-07-31 23:59:59,7.122804,"Адлер, Гастелло, 30А"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-07-31 23:59:59,0.639636,"Краснодар, Тополиная, 27/1"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-07-31 23:59:59,1488.0,"Севастополь, Камышовое шоссе, 25"
О-03.03. Мебельный щит и подоконная доска,2022-07-31 23:59:59,0.67776,"Севастополь, Камышовое шоссе, 25"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,79.2,"Бахчисарай, Строительная, 24"
О-02.06. Круглый погонаж ель/сосна,2022-07-31 23:59:59,0.00022,"Симферополь, Генерала Васильева, 23А"
О-02.05. Планкен ,2022-07-31 23:59:59,2.0574,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.07. ДСП,2022-07-31 23:59:59,13.8804,"Краснодар, Тополиная, 27/1"
С-08.ФАСАДЫ и ДВЕРКИ ДЛЯ МЕБЕЛИ,2022-07-31 23:59:59,0.045668,"Сочи, Подгорная, 2 литЖ"
О-01.03. Фанера ФСФ хвойная,2022-07-31 23:59:59,0.696566,"Симферополь, Генерала Васильева, 23А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-07-31 23:59:59,0.351325,"Симферополь, Внешняя, 28 А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-07-31 23:59:59,3.698977,"Краснодар, Тополиная, 27/1"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,17.080995,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.06. Круглый погонаж ель/сосна,2022-07-31 23:59:59,0.00838,"Пятигорск, Винсады, Черкесское шоссе"
О-01.07. ДСП,2022-07-31 23:59:59,0.196,"Адлер, Гастелло, 30А"
О-01.01. Фанера ФК,2022-07-31 23:59:59,5.904791,"Симферополь, Генерала Васильева, 23А"
О-01.01. Фанера ФК,2022-07-31 23:59:59,32.048492,"Краснодар, Ростовское шоссе, 26/1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-07-31 23:59:59,0.278036,"Армавир, Дружба отделение 1 СНТ, 36"
О-03.03. Мебельный щит и подоконная доска,2022-07-31 23:59:59,2.99816,"Сочи, Подгорная, 2 литЖ"
О-01.04. Фанера ФЛФ (ламинированная),2022-07-31 23:59:59,30.92827,"Краснодар, Тополиная, 27/1"
О-01.05. OSB,2022-07-31 23:59:59,643.717848,"Пятигорск, Винсады, Черкесское шоссе"
О-01.06. ДВП,2022-07-31 23:59:59,5.129622,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.06. ДВП,2022-07-31 23:59:59,1.471061,"Армавир, Дружба отделение 1 СНТ, 36"
О-03.02. Клееный брус,2022-07-31 23:59:59,0.5721,"Сочи, Подгорная, 2 литЖ"
О-01.07. ДСП,2022-07-31 23:59:59,2.078,"Пятигорск, Винсады, Черкесское шоссе"
О-02.07.06. Доска обрезная сухая ,2022-07-31 23:59:59,2.540544,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.02. Фанера ФСФ береза,2022-07-31 23:59:59,5.462428,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.04. Террасная доска,2022-07-31 23:59:59,3.632904,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.03. Фанера ФСФ хвойная,2022-07-31 23:59:59,0.214329,"Армавир, Дружба отделение 1 СНТ, 36"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-07-31 23:59:59,0.328278,"Симферополь, Генерала Васильева, 23А"
О-01.09. МДФ,2022-07-31 23:59:59,1.467087,"Сочи, Подгорная, 2 литЖ"
О-01.09. МДФ,2022-07-31 23:59:59,0.546222,"Адлер, Гастелло, 30А"
О-01.06. ДВП,2022-07-31 23:59:59,4.999758,"Сочи, Подгорная, 2 литЖ"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-07-31 23:59:59,0.31536,"Сочи, Подгорная, 2 литЖ"
О-01.01. Фанера ФК,2022-07-31 23:59:59,5.218734,"Севастополь, Камышовое шоссе, 25"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,912.0,"Краснодар, ст-ца Елизаветинская, Степная, 252"
О-03.03. Мебельный щит и подоконная доска,2022-07-31 23:59:59,7.23462,"Краснодар, Тополиная, 27/1"
О-03.03. Мебельный щит и подоконная доска,2022-07-31 23:59:59,0.6788,"Армавир, Дружба отделение 1 СНТ, 36"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-07-31 23:59:59,790.0,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.07.02. Рейка/ Брусок ,2022-07-31 23:59:59,1.446528,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.06. Круглый погонаж ель/сосна,2022-07-31 23:59:59,0.007535,"Сочи, Подгорная, 2 литЖ"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,77861.0,"Пятигорск, Винсады, Черкесское шоссе"
О-02.05. Планкен ,2022-07-31 23:59:59,1.5912,"Пятигорск, Винсады, Черкесское шоссе"
О-01.05. OSB,2022-07-31 23:59:59,141.818203,"Армавир, Дружба отделение 1 СНТ, 36"
"О-05. БАНИ, САУНЫ",2022-07-31 23:59:59,0.4158,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-07-31 23:59:59,12497.0,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.01. Фанера ФК,2022-07-31 23:59:59,11.405014,"Пятигорск, Винсады, Черкесское шоссе"
О-01.04. Фанера ФЛФ (ламинированная),2022-07-31 23:59:59,0.160748,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.06. ДВП,2022-07-31 23:59:59,45.556555,"Краснодар, Тополиная, 27/1"
О-02.05. Планкен ,2022-07-31 23:59:59,13.1927,"Краснодар, Тополиная, 27/1"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,8.168838,"Пятигорск, Винсады, Черкесское шоссе"
О-03.01. Дверная коробка сосна,2022-07-31 23:59:59,0.07224,"Сочи, Подгорная, 2 литЖ"
О-03.02. Клееный брус,2022-07-31 23:59:59,2.56786,"Адлер, Гастелло, 30А"
О-03.02. Клееный брус,2022-07-31 23:59:59,4.1837,"Симферополь, Внешняя, 28 А"
О-01.06. ДВП,2022-07-31 23:59:59,8.663163,"Адлер, Гастелло, 30А"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,187900.72,"Адлер, Гастелло, 30А"
О-01.08. ЛДСП,2022-07-31 23:59:59,1.36884,"Краснодар, Тополиная, 27/1"
О-01.08. ЛДСП,2022-07-31 23:59:59,0.4026,"Адлер, Гастелло, 30А"
О-02.03. Доска пола,2022-07-31 23:59:59,0.819252,"Пятигорск, Винсады, Черкесское шоссе"
С-08.ФАСАДЫ и ДВЕРКИ ДЛЯ МЕБЕЛИ,2022-07-31 23:59:59,0.086478,"Адлер, Гастелло, 30А"
О-01.07. ДСП,2022-07-31 23:59:59,0.732,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.05. OSB,2022-07-31 23:59:59,65.212135,"Адлер, Гастелло, 30А"
О-02.07.02. Рейка/ Брусок ,2022-07-31 23:59:59,23.121516,"Краснодар, Ростовское шоссе, 26/1"
О-02.07.04. Доска Строганая,2022-07-31 23:59:59,4.568064,"Симферополь, Генерала Васильева, 23А"
О-02.07.06. Доска обрезная сухая ,2022-07-31 23:59:59,1.010016,"Симферополь, Генерала Васильева, 23А"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,149451.0,"Севастополь, Камышовое шоссе, 25"
"О-02.02. Имитация бруса, Блок - Хаус",2022-07-31 23:59:59,2.87872,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-02.03. Доска пола,2022-07-31 23:59:59,2.17728,"Симферополь, Внешняя, 28 А"
О-01.05. OSB,2022-07-31 23:59:59,58.594748,"Сочи, Подгорная, 2 литЖ"
О-02.07.06. Доска обрезная сухая ,2022-07-31 23:59:59,0.27,"Пятигорск, Винсады, Черкесское шоссе"
"О-05. БАНИ, САУНЫ",2022-07-31 23:59:59,0.012488,"Симферополь, Генерала Васильева, 23А"
О-01.04. Фанера ФЛФ (ламинированная),2022-07-31 23:59:59,5.796419,"Сочи, Подгорная, 2 литЖ"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-07-31 23:59:59,87589.34,"Сочи, Подгорная, 2 литЖ"
О-02.05. Планкен ,2022-07-31 23:59:59,10.0536,"Адлер, Гастелло, 30А"
О-02.06. Круглый погонаж ель/сосна,2022-07-31 23:59:59,0.13158,"Краснодар, Тополиная, 27/1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-07-31 23:59:59,0.379427,"Пятигорск, Винсады, Черкесское шоссе"
О-04. ЛЕСТНИЧНЫЕ ЭЛЕМЕНТЫ,2022-07-31 23:59:59,1.25036,"Краснодар, Тополиная, 27/1"
"О-05. БАНИ, САУНЫ",2022-07-31 23:59:59,0.28512,"Симферополь, Внешняя, 28 А"
С-02. КРЕПЕЖ,2022-07-31 23:59:59,70508.0,"Сочи, Подгорная, 2 литЖ"
О-06. НЕКОНДИЦИЯ,2022-07-31 23:59:59,347.700569,"Краснодар, Тополиная, 27/1"
О-03.03. Мебельный щит и подоконная доска,2022-07-31 23:59:59,1.662345,"Адлер, Гастелло, 30А"
О-02.04. Террасная доска,2022-07-31 23:59:59,30.768507,"Краснодар, Тополиная, 27/1"
О-01.04. Фанера ФЛФ (ламинированная),2022-07-31 23:59:59,5.812169,"Пятигорск, Винсады, Черкесское шоссе"
О-02.01. Вагонка,2022-07-31 23:59:59,5.6925,"Симферополь, Внешняя, 28 А"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-07-31 23:59:59,570.0,"Пятигорск, Винсады, Черкесское шоссе"
О-02.07.01. Брус строганый ,2022-07-31 23:59:59,0.4704,"Симферополь, Внешняя, 28 А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-07-31 23:59:59,1.99584,"Симферополь, Внешняя, 28 А"
О-02.07.02. Рейка/ Брусок ,2022-07-31 23:59:59,11.073288,"Сочи, Подгорная, 2 литЖ"
О-02.07.02. Рейка/ Брусок ,2022-07-31 23:59:59,4.268754,"Симферополь, Генерала Васильева, 23А"
